,Price,Year of Production,Case Material,Brace Material,Condition
47877,"$64,907",2022,Yellow gold,Yellow gold,Very good
47878,"$23,734",2006,Gold/Steel,Gold/Steel,Very good
47879,"$32,844",1991 ,Yellow gold,Yellow gold,Very good
47880,"$73,354",2020,Platinum,Platinum,Unworn
47881,"$23,417",2023,Gold/Steel,Gold/Steel,Unworn
47882,"$45,141",2010,White gold,White gold,Good
47883,"$37,921",2019,Yellow gold,Yellow gold,Good
47884,"$47,136",2018,Rose gold,Rubber,Very good
47885,"$54,527",2017,Rose gold,Rose gold,Very good
47886,"$150,000",2023,Platinum,Platinum,Unworn
47887,"$51,912",2022,Rose gold,Rubber,Unworn
47888,"$24,828",1970 ,Steel,Steel,Good
47889,"$84,639",2022,Yellow gold,Yellow gold,Good
47890,"$30,271",2002,Yellow gold,Yellow gold,Very good
47891,"$34,294",1999,Steel,Steel,Very good
47892,"$54,056",2022,Rose gold,Rose gold,Very good
47893,"$37,128",2014,Rose gold,Crocodile skin,Very good
47894,"$44,802",2023,White gold,Rubber,Unworn
47895,"$24,670",2023,Gold/Steel,Gold/Steel,Unworn
47896,"$37,128",1984,Yellow gold,Yellow gold,Very good
47897,"$321,630",1940 ,Rose gold,Crocodile skin,Very good
47898,"$24,929",2008,Steel,Steel,Very good
47899,"$27,028",2022,Gold/Steel,Gold/Steel,Unworn
47900,"$41,191",2019,Steel,Steel,Unworn
47901,"$11,775",2022,Steel,Steel,Unworn
47902,"$10,381",2013,Steel,Steel,Very good
47903,"$15,700",2022,Steel,Steel,Unworn
47904,"$11,950",2023,Steel,Steel,Unworn
47905,"$22,458",2023,Steel,Steel,New
47906,"$22,458",2023,Steel,Steel,New
47907,"$4,796",1981,Gold/Steel,Gold/Steel,Good
47908,"$4,841",1996,Steel,Steel,Very good
47909,"$7,787",1991,Gold/Steel,Gold/Steel,Very good
47910,"$94,683",2023,Yellow gold,Rubber,New
47911,"$67,599",2023,Yellow gold,Yellow gold,New
47912,"$16,000",2022,Steel,Steel,Unworn
47913,"$16,000",2021,Gold/Steel,Gold/Steel,New
47914,"$58,035",2009,Yellow gold,Yellow gold,Very good
47915,"$30,337",1973,Steel,Steel,Very good
47916,"$57,969",2021,Rose gold,Rose gold,Very good
47917,"$50,781",2021,Rose gold,Rose gold,Very good
47918,"$55,397",1967,Steel,Steel,Very good
47919,"$35,613",2015,Rose gold,Rose gold,Very good
47920,"$71,225",1998,Steel,Steel,New
47921,"$29,677",2001,Rose gold,Rose gold,Very good
47922,"$25,654",2001,Yellow gold,Yellow gold,Very good
47923,"$10,720",2002,Steel,Steel,Very good
47924,"$12,250",2022,Steel,Steel,Unworn
47925,"$6,196",1966,White gold,White gold,Fair
47926,"$10,833",2004,Steel,Steel,Very good
47927,"$12,350",2022,Gold/Steel,Steel,Unworn
47928,"$20,878",2004,Steel,Steel,Very good
47929,"$16,250",2022,Steel,Steel,New
47930,"$10,946",2013,Steel,Steel,Very good
47931,"$10,946",2012,Steel,Steel,Very good
47932,"$5,067",1985 ,Gold/Steel,Gold/Steel,Good
47933,"$5,067",1986 ,Gold/Steel,Gold/Steel,Very good
47934,"$12,450",2022,Steel,Steel,Unworn
47935,"$9,034",2007,Steel,Steel,Very good
47936,"$16,300",2022,Steel,Steel,Unworn
47937,"$16,701",2017,Gold/Steel,Gold/Steel,Very good
47938,"$12,475",2022,Steel,Steel,Unworn
47939,"$11,171",2007 ,Steel,Steel,Very good
47940,"$5,293",1964 ,Steel,Steel,Good
47941,"$16,500",2023,Gold/Steel,Gold/Steel,Unworn
47942,"$5,518",1971,Gold/Steel,Gold/Steel,Good
47943,"$12,810",2021,Steel,Steel,Very good
47944,"$12,864",2008,Steel,Steel,Very good
47945,"$14,450",2022,Steel,Steel,Unworn
47946,"$14,450",2022,Steel,Steel,Unworn
47947,"$13,124",2018 ,Gold/Steel,Gold/Steel,Very good
47948,"$13,090",2018,Steel,Steel,Very good
47949,"$22,570",2015 ,Steel,Steel,Good
47950,"$7,324",1994,Steel,Steel,Very good
47951,"$7,211",1974 ,Gold/Steel,Gold/Steel,Very good
47952,"$13,203",1998,Steel,Steel,Very good
47953,"$13,203",2005,Steel,Steel,Very good
47954,"$11,172",2006 ,Steel,Steel,Very good
47955,"$18,500",2023,Gold/Steel,Gold/Steel,Unworn
47956,"$18,500",2021,Gold/Steel,Gold/Steel,Unworn
47957,"$18,500",2022,Steel,Steel,Unworn
47958,"$13,520",2001,Gold/Steel,Gold/Steel,Very good
47959,"$18,700",2022,Gold/Steel,Gold/Steel,Unworn
47960,"$10,608",2011,Steel,Steel,Very good
47961,"$13,541",2016,Steel,Steel,Good
47962,"$13,541",2006,Steel,Steel,Very good
47963,"$14,975",2023,White gold,Steel,Unworn
47964,"$14,987",2022,Steel,Steel,Unworn
47965,"$19,000",2022,Steel,Steel,Unworn
47966,"$19,000",2012,Gold/Steel,Gold/Steel,Very good
47967,"$19,000",2022,Gold/Steel,Gold/Steel,New
47968,"$19,000",2023,Gold/Steel,Gold/Steel,Unworn
47969,"$13,849",2021,Steel,Steel,Very good
47970,"$13,849",1998 ,Steel,Steel,Very good
47971,"$13,849",2022,Steel,Steel,Very good
47972,"$7,888",1999,Steel,Steel,Very good
47973,"$15,225",2022,Steel,Steel,Unworn
47974,"$3,950",1940 ,Steel,Leather,Fair
47975,"$8,182",1998,Gold/Steel,Gold/Steel,Very good
47976,"$14,196",2009,Steel,Steel,Very good
47977,"$8,227",1991,Gold/Steel,Gold/Steel,Good
47978,"$15,675",2023,Gold/Steel,Gold/Steel,Unworn
47979,"$15,700",2022,Gold/Steel,Gold/Steel,Unworn
47980,"$20,074",2022,Steel,Steel,Unworn
47981,"$14,542",2019,Steel,Steel,Very good
47982,"$8,566",1994,Steel,Steel,Very good
47983,"$8,566",1979,Steel,Steel,Very good
47984,"$21,386",2005,Steel,Steel,Good
47985,"$21,800",2022,Steel,Steel,Unworn
47986,"$17,995",2022,Steel,Steel,Unworn
47987,"$10,823",2001,Steel,Steel,Very good
47988,"$22,000",2022,Steel,Steel,Unworn
47989,"$39,033",2015,Yellow gold,Yellow gold,New
47990,"$23,900",2022,Gold/Steel,Gold/Steel,Unworn
47991,"$91,000",2023,Yellow gold,Yellow gold,Unworn
47992,"$54,500",2021,Yellow gold,Yellow gold,Unworn
47993,"$23,300",2011,Gold/Steel,Gold/Steel,Very good
47994,"$52,000",2022,Rose gold,Rose gold,Unworn
47995,"$49,500",2020,Yellow gold,Rubber,Unworn
47996,"$29,000",2017,Gold/Steel,Gold/Steel,Very good
47997,"$55,000",2009 ,Yellow gold,Yellow gold,Very good
47998,"$43,500",2021,Rose gold,Rubber,Unworn
47999,"$46,000",2022,Rose gold,Rose gold,Unworn
48000,"$24,900",2020,Gold/Steel,Gold/Steel,Unworn
48001,"$60,300",2022,Yellow gold,Yellow gold,Unworn
48002,"$24,200",2022,Gold/Steel,Gold/Steel,Unworn
48003,"$41,500",2021,White gold,White gold,Unworn
48004,"$50,000",2022,White gold,White gold,New
48005,"$23,000",2022,Gold/Steel,Gold/Steel,Unworn
48006,"$45,800",2022,Yellow gold,Yellow gold,Unworn
48007,"$52,500",2021,Rose gold,Rubber,Unworn
48008,"$43,000",2009 ,Yellow gold,Yellow gold,Very good
48009,"$82,000",2020,Yellow gold,Yellow gold,Unworn
48010,"$25,000",2023,Gold/Steel,Gold/Steel,Unworn
48011,"$58,500",2022,Rose gold,Rose gold,Unworn
48012,"$49,400",2020,Rose gold,Rose gold,Very good
48013,"$38,400",2017,Yellow gold,Yellow gold,Very good
48014,"$63,800",2022,Rose gold,Rose gold,Unworn
48015,"$43,000",2016,Rose gold,Rose gold,Very good
48016,"$13,994",1971,Steel,Steel,Very good
48017,"$18,250",2022,Gold/Steel,Gold/Steel,Unworn
48018,"$11,229",2013,Steel,Steel,Good
48019,"$11,161",1985 ,Steel,Steel,Fair
48020,"$11,280",2021,Steel,Steel,Very good
48021,"$11,274",2000,Steel,Steel,Good
48022,"$11,274",2010 ,Steel,Steel,Very good
48023,"$18,575",2022,Steel,Steel,Unworn
48024,"$15,235",2019,Steel,Steel,Very good
48025,"$14,671",1986,Steel,Steel,Very good
48026,"$18,945",2022,Gold/Steel,Gold/Steel,Unworn
48027,"$12,402",2022,Steel,Steel,Very good
48028,"$17,806",2006,Steel,Steel,Good
48029,"$17,806",2005,Steel,Steel,Very good
48030,"$11,951",2013,Steel,Steel,Very good
48031,"$23,895",2022,Steel,Steel,Unworn
48032,"$41,985",2022,Yellow gold,Yellow gold,Unworn
48033,"$40,975",2022,White gold,White gold,Unworn
48034,"$23,175",2022,Gold/Steel,Gold/Steel,Unworn
48035,"$47,740",2022,Rose gold,Rose gold,Unworn
48036,"$44,295",2022,Yellow gold,Yellow gold,Unworn
48037,"$22,349",2022,Steel,Steel,Unworn
48038,"$51,000",2022,Rose gold,Rubber,Unworn
48039,"$23,325",2022,Gold/Steel,Gold/Steel,Unworn
48040,"$13,994",2023,Steel,Steel,New
48041,"$16,871",2023,Rose gold,Crocodile skin,New
48042,"$15,224",1979,Yellow gold,Yellow gold,Very good
48043,"$15,788",1999,Steel,Steel,Good
48044,"$18,282",1999,Steel,Steel,Very good
48045,"$8,915",2023,Steel,Steel,New
48046,"$15,450",1997,Steel,Steel,Good
48047,"$14,450",2022,White gold,Steel,Unworn
48048,"$16,917",1981,Yellow gold,Leather,Good
48049,"$15,788",2009,Steel,Steel,Very good
48050,"$15,788",1973 ,Yellow gold,Yellow gold,Good
48051,"$15,788",1977 ,Yellow gold,Yellow gold,Very good
48052,"$19,783",1989,Yellow gold,Yellow gold,Good
48053,"$6,517",1991,Steel,Steel,Good
48054,"$10,355",2022,Steel,Steel,New
48055,"$19,185",1996,Steel,Steel,Very good
48056,"$22,152",2017,Steel,Steel,Very good
48057,"$22,152",2020,Gold/Steel,Gold/Steel,Very good
48058,"$16,928",1978,Steel,Steel,Very good
48059,"$5,754",1988,Gold/Steel,Gold/Steel,Very good
48060,"$26,373",2004,White gold,White gold,Very good
48061,"$40,155",2018,Yellow gold,Yellow gold,Very good
48062,"$26,314",2011,Gold/Steel,Gold/Steel,Very good
48063,"$37,393",2014,White gold,White gold,Very good
48064,"$31,590",2019,Steel,Steel,Very good
48065,"$84,349",2022,Yellow gold,Yellow gold,Very good
48066,"$26,314",1972,Steel,Steel,Very good
48067,"$30,271",2003,Yellow gold,Crocodile skin,Very good
48068,"$9,835",2001,Steel,Steel,Very good
48069,"$8,463",2007,Steel,Steel,Very good
48070,"$4,853",1999,Steel,Steel,Very good
48071,"$3,329",2013,Steel,Steel,Very good
48072,"$14,885",2022,Steel,Steel,Unworn
48073,"$8,689",2009,Gold/Steel,Gold/Steel,Very good
48074,"$24,828",1999,Yellow gold,Yellow gold,Very good
48075,"$36,113",2013,Steel,Steel,Unworn
48076,"$37,241",1997,Yellow gold,Leather,Very good
48077,"$38,370",2004,Steel,Steel,Unworn
48078,"$25,956",2010,Steel,Steel,Very good
48079,"$26,859",1993,Gold/Steel,Gold/Steel,Very good
48080,"$43,448",1989,Yellow gold,Yellow gold,Very good
48081,"$9,226",2021,Steel,Steel,Very good
48082,"$9,392",2019,Steel,Steel,Very good
48083,"$9,392",2019,Steel,Steel,Very good
48084,"$5,586",1995,Steel,Steel,Very good
48085,"$9,027",2020,Steel,Steel,Very good
48086,"$5,417",1965,Steel,Steel,Good
48087,"$10,546",2011,Steel,Steel,Very good
48088,"$13,824",2022,Steel,Steel,New
48089,"$5,643",2004,Steel,Steel,Good
48090,"$10,665",2020,Steel,Steel,Very good
48091,"$14,413",2022,Steel,Steel,New
48092,"$9,826",2016,Steel,Steel,Very good
48093,"$4,232",1946,Yellow gold,Calf skin,Good
48094,"$20,302",1980 ,Yellow gold,Yellow gold,Good
48095,"$20,302",2008 ,Gold/Steel,Gold/Steel,Good
48096,"$10,902",2012,Steel,Steel,Unworn
48097,"$10,902",2016,Steel,Steel,Very good
48098,"$11,139",2016,Steel,Steel,Very good
48099,"$9,817",2013,Steel,Steel,Very good
48100,"$11,257",2021,Steel,Steel,New
48101,"$29,342",1971,Steel,Steel,Very good
48102,"$35,549",2000,Rose gold,Rose gold,Very good
48103,"$18,508",2020,Gold/Steel,Gold/Steel,Very good
48104,"$10,156",1976,Yellow gold,Yellow gold,Very good
48105,"$6,545",1997,Steel,Steel,Very good
48106,"$15,265",2022,Steel,Steel,New
48107,"$15,334",2022,Gold/Steel,Gold/Steel,New
48108,"$27,073",2016,Rose gold,Rubber,Very good
48109,"$32,716",1997,Yellow gold,Leather,Very good
48110,"$28,202",2006,Yellow gold,Yellow gold,Very good
48111,"$56,415",1972 ,White gold,White gold,Good
48112,"$33,844",1988,Yellow gold,Yellow gold,Very good
48113,"$12,201",2017,Gold/Steel,Gold/Steel,Very good
48114,"$6,602",2000,Gold/Steel,Gold/Steel,Very good
48115,"$6,715",1996,Gold/Steel,Gold/Steel,Very good
48116,"$12,464",2023,Steel,Steel,Very good
48117,"$8,464",2010,Steel,Steel,Good
48118,"$4,288",1975,Gold/Steel,Gold/Steel,Very good
48119,"$4,345",1970,Steel,Steel,Very good
48120,"$13,627",2014,Steel,Steel,New
48121,"$13,627",2002,Steel,Steel,Unworn
48122,"$4,513",1972,Steel,Steel,Very good
48123,"$13,745",2018,Steel,Steel,Very good
48124,"$13,923",2022,Steel,Steel,New
48125,"$6,206",1989,Gold/Steel,Gold/Steel,Very good
48126,"$6,206",2008,Steel,Steel,Very good
48127,"$12,992",2007,Steel,Steel,Very good
48128,"$10,608",2002,Steel,Steel,Good
48129,"$2,652",1974,Steel,Steel,Good
48130,"$14,331",2022,Steel,Steel,Very good
48131,"$14,331",2023,Steel,Steel,New
48132,"$14,331",2015,Steel,Steel,Very good
48133,"$6,602",1974,Yellow gold,Yellow gold,Very good
48134,"$15,878",2022,Steel,Steel,Very good
48135,"$6,771",1991,Steel,Steel,Good
48136,"$14,670",1980,Yellow gold,Yellow gold,Good
48137,"$15,102",2022,White gold,Steel,Very good
48138,"$16,115",2020,Steel,Steel,Very good
48139,"$11,172",2010,Steel,Steel,Good
48140,"$11,172",1990,Steel,Steel,Good
48141,"$8,463",2009,Steel,Steel,Very good
48142,"$20,148",2023,Steel,Steel,New
48143,"$7,335",1987,Gold/Steel,Gold/Steel,Very good
48144,"$3,498",1967,Steel,Steel,Good
48145,"$8,801",1987,Yellow gold,Yellow gold,Very good
48146,"$11,680",2011,Steel,Steel,Very good
48147,"$20,441",2023,Gold/Steel,Gold/Steel,New
48148,"$11,360",2022,Steel,Steel,New
48149,"$9,027",2022,Steel,Steel,New
48150,"$16,685",2021,Steel,Steel,Very good
48151,"$17,774",2021,Steel,Steel,New
48152,"$45,000",2021,Rose gold,Rose gold,Unworn
48153,"$10,156",1978,Yellow gold,Yellow gold,Good
48154,"$17,717",2021,Steel,Steel,New
48155,"$18,136",2003,Steel,Steel,Very good
48156,"$14,107",1987,Steel,Steel,Good
48157,"$14,219",2013,Steel,Steel,Good
48158,"$43,448",1973,Steel,Steel,Good
48159,"$18,459",2020,Gold/Steel,Gold/Steel,Very good
48160,"$18,055",2001,Gold/Steel,Gold/Steel,Very good
48161,"$23,699",1996,Gold/Steel,Gold/Steel,Very good
48162,"$26,859",2009,Rose gold,Rose gold,Unworn
48163,"$52,928",2023,Rose gold,Rose gold,New
48164,"$19,552",1981,Steel,Steel,Good
48165,"$10,721",1973,Yellow gold,Yellow gold,Very good
48166,"$12,187",2003,Steel,Steel,Very good
48167,"$12,187",2021,Steel,Steel,Very good
48168,"$19,059",2018,Steel,Steel,Unworn
48169,"$19,059",2022,Gold/Steel,Gold/Steel,Very good
48170,"$20,026",1988,Steel,Steel,Very good
48171,"$12,978",2010,Steel,Steel,Very good
48172,"$21,102",2006,Gold/Steel,Gold/Steel,Very good
48173,"$24,884",2018,Steel,Steel,New
48174,"$35,549",1993,Yellow gold,Leather,Very good
48175,"$37,918",2015,Steel,Steel,New
48176,"$63,987",2021,Yellow gold,Yellow gold,New
48177,"$35,549",2012,Steel,Steel,New
48178,"$46,213",2018,Rose gold,Rose gold,Very good
48179,"$50,953",2020,White gold,Rubber,Very good
48180,"$77,022",1989,Steel,Steel,Very good
48181,"$53,915",2013,Rose gold,Rose gold,Very good
48182,"$8,576",2005,Steel,Steel,Very good
48183,"$21,697",1999,Yellow gold,Yellow gold,Very good
48184,"$14,219",1993,Steel,Steel,Very good
48185,"$14,219",1993,Steel,Steel,Very good
48186,"$5,642",2003,Steel,Steel,Good
48187,"$11,900",2008,Steel,Steel,Good
48188,"$5,868",2002,Steel,Steel,Very good
48189,"$17,491",2004,Steel,Steel,New
48190,"$6,206",1982,Steel,Steel,Very good
48191,"$16,476",1955,Steel,Leather,Very good
48192,"$67,147",2023,Rose gold,Rose gold,New
48193,"$56,257",2023,Rose gold,Rose gold,New
48194,"$43,900",2023,Yellow gold,Yellow gold,New
48195,"$50,219",2022,White gold,White gold,New
48196,"$57,498",2023,Yellow gold,Yellow gold,New
48197,"$55,241",2023,White gold,White gold,New
48198,"$30,414",2022,Steel,Steel,Unworn
48199,"$30,459",2022,Steel,Steel,New
48200,"$55,580",2023,White gold,White gold,New
48201,"$49,091",2023,Yellow gold,Yellow gold,Very good
48202,"$45,705",2023,Yellow gold,Yellow gold,Very good
48203,"$46,270",2023,Yellow gold,Yellow gold,Very good
48204,"$90,282",2022,White gold,White gold,New
48205,"$56,313",2023,Yellow gold,Rose gold,New
48206,"$23,643",2002 ,Steel,Steel,Good
48207,"$51,912",2023,Rose gold,Rose gold,New
48208,"$58,063",2023,Rose gold,Rose gold,New
48209,"$25,843",2023,Gold/Steel,Gold/Steel,New
48210,"$54,169",2023,White gold,White gold,New
48211,"$57,837",2022,Yellow gold,Yellow gold,New
48212,"$31,768",2022,Steel,Steel,New
48213,"$6,489",1989,Steel,Steel,Good
48214,"$22,000",2010 ,Gold/Steel,Gold/Steel,Good
48215,"$12,850",2021,Gold/Steel,Gold/Steel,New
48216,"$20,312",2023,Gold/Steel,Gold/Steel,New
48217,"$19,072",2016,Steel,Steel,Unworn
48218,"$8,915",2005,Steel,Steel,Very good
48219,"$9,141",2013,Steel,Steel,Very good
48220,Price on request,2020,Rose gold,Rubber,New
48221,Price on request,2015,Gold/Steel,Gold/Steel,Very good
48222,Price on request,2021,Steel,Steel,New
48223,Price on request,2012,Rose gold,Rose gold,Very good
48224,Price on request,2023 ,Steel,Steel,New
48225,Price on request,2021,Yellow gold,Rubber,New
48226,"$19,749",1983,Steel,Steel,Very good
48227,"$18,796",2021,Steel,Steel,Unworn
48228,"$9,592",1999,Steel,Steel,Very good
48229,"$21,215",2018,Steel,Steel,Very good
48230,"$9,705",2006,Steel,Steel,Very good
48231,"$19,059",2022,Steel,Steel,New
48232,Price on request,2016,Rose gold,Crocodile skin,Very good
48233,"$21,441",1991,Yellow gold,Yellow gold,Good
48234,"$10,382",2013,Steel,Steel,Very good
48235,"$10,439",2009,Steel,Steel,Good
48236,"$22,005",2021,Gold/Steel,Gold/Steel,New
48237,"$3,159",2002 ,Steel,Steel,Very good
48238,"$19,719",2023,Steel,Steel,Unworn
48239,"$3,272",2000 ,Steel,Steel,Very good
48240,"$10,608",2022,Steel,Steel,Very good
48241,"$3,441",2000 ,Steel,Steel,Very good
48242,"$10,721",2009,Steel,Steel,Very good
48243,"$13,230",2023,Steel,Steel,New
48244,"$22,344",2018,Gold/Steel,Gold/Steel,Very good
48245,"$3,497",2003 ,Steel,Steel,Very good
48246,"$4,964",1996 ,Steel,Steel,Very good
48247,"$4,964",2000 ,Steel,Steel,Very good
48248,"$4,964",2005,Steel,Steel,Very good
48249,"$14,765",2023,Steel,Steel,New
48250,"$21,565",2022,Steel,Steel,New
48251,"$25,279",1978,Steel,Steel,Very good
48252,"$83,511",1978,Steel,Steel,Very good
48253,"$12,301",2017,Steel,Steel,Very good
48254,"$5,077",2008,Steel,Steel,Very good
48255,"$5,077",2003,Steel,Steel,Very good
48256,"$5,077",2005,Steel,Steel,Very good
48257,"$5,077",1998,Steel,Steel,Very good
48258,Price on request,2020,Rose gold,Rose gold,Unworn
48259,"$5,190",2000,Steel,Steel,Very good
48260,"$8,915",2021,Steel,Steel,Very good
48261,"$5,416",2011,Steel,Steel,Very good
48262,"$12,978",2011,Steel,Steel,Very good
48263,"$12,978",2023,Steel,Steel,New
48264,"$56,387",2023,Rose gold,Rose gold,New
48265,"$24,072",2023,Gold/Steel,Gold/Steel,New
48266,"$51,243",2023,Steel,Steel,New
48267,"$154,315",2021,Platinum,Platinum,New
48268,"$26,050",2023,Steel,Steel,New
48269,"$36,734",2023,Steel,Steel,New
48270,"$51,243",2022,Rose gold,Rose gold,New
48271,"$32,909",2023,Steel,Steel,New
48272,"$57,838",2023,Rose gold,Rose gold,New
48273,"$115,411",2014,Platinum,Platinum,Very good
48274,"$13,429",2010,Steel,Steel,Very good
48275,"$18,732",2023,Steel,Steel,New
48276,"$16,183",2022,Gold/Steel,Steel,New
48277,"$6,544",2000,Steel,Steel,Very good
48278,"$14,107",2009,Steel,Steel,Good
48279,"$8,001",2016,Steel,Steel,Very good
48280,"$30,469",2016,Steel,Steel,New
48281,"$33,855",2023,Rose gold,Rubber,Very good
48282,"$44,011",2021,Yellow gold,Yellow gold,Very good
48283,"$29,341",2015,Rose gold,Rubber,Very good
48284,Price on request,2021,Gold/Steel,Gold/Steel,New
48285,"$11,838",2018,Steel,Steel,Very good
48286,"$10,720",2018,Steel,Steel,Very good
48287,Price on request,2017,Rose gold,Rose gold,Very good
48288,"$11,115",2023,Steel,Steel,Very good
48289,"$11,284",2022,Steel,Steel,Unworn
48290,"$11,284",2017 ,Steel,Steel,Very good
48291,"$11,284",2021,Steel,Steel,Unworn
48292,"$11,284",2009,Steel,Steel,Very good
48293,"$10,439",2022,Steel,Steel,New
48294,Price on request,2015,Steel,Steel,Very good
48295,"$12,741",2020,Steel,Steel,New
48296,"$11,623",1996 ,Steel,Steel,Very good
48297,"$10,715",2023,Steel,Steel,New
48298,"$11,736",2020,Steel,Steel,Unworn
48299,Price on request,2016,Yellow gold,Yellow gold,Unworn
48300,"$18,500",1984,Steel,Steel,Good
48301,"$21,852",2022,Steel,Steel,New
48302,"$11,280",2023,Steel,Steel,New
48303,"$11,280",2023,Steel,Steel,New
48304,"$11,280",2023,Steel,Steel,New
48305,"$11,280",2023,Steel,Steel,New
48306,"$11,280",2023,Steel,Steel,New
48307,"$11,280",2023,Steel,Steel,New
48308,"$13,531",2001,Gold/Steel,Gold/Steel,Very good
48309,"$13,531",2021,Gold/Steel,Gold/Steel,New
48310,"$13,531",2021,Gold/Steel,Gold/Steel,New
48311,"$11,023",1950 ,Steel,Leather,Very good
48312,"$33,664",2022,Rose gold,Rubber,New
48313,"$24,215",2022,Steel,Steel,New
48314,"$153,557",2023,Platinum,Platinum,New
48315,"$34,846",2023,Steel,Steel,New
48316,"$12,972",2023,Steel,Steel,New
48317,"$12,972",2023,Steel,Steel,New
48318,"$12,972",2023,Steel,Steel,New
48319,"$12,972",2023,Steel,Steel,New
48320,"$12,972",2023,Steel,Steel,New
48321,"$12,972",2023,Steel,Steel,New
48322,"$12,972",2023,Steel,Steel,New
48323,Price on request,2018,White gold,White gold,Very good
48324,"$21,329",2020,Gold/Steel,Gold/Steel,Very good
48325,"$15,224",2020,Steel,Steel,Very good
48326,"$10,222",2009,Steel,Steel,Very good
48327,"$15,450",2023,Steel,Steel,New
48328,"$10,354",2022,Steel,Steel,New
48329,"$14,444",2010,Steel,Steel,Very good
48330,"$6,658",2005,Gold/Steel,Gold/Steel,Good
48331,"$14,670",2004,Steel,Steel,Very good
48332,"$14,670",2015,Steel,Steel,Very good
48333,"$22,006",2002,Gold/Steel,Gold/Steel,Very good
48334,"$3,611",1995,Steel,Steel,Good
48335,"$14,101",2023,Steel,Steel,New
48336,"$14,101",2023,Steel,Steel,New
48337,"$14,101",2023,Steel,Steel,New
48338,"$22,961",1999,Gold/Steel,Gold/Steel,Very good
48339,Price on request,2019 ,Steel,Steel,New
48340,"$26,972",2021,Steel,Steel,Good
48341,"$15,234",2022,Steel,Steel,Unworn
48342,"$15,234",2018,Steel,Steel,Very good
48343,"$26,069",2014,Steel,Steel,Very good
48344,"$25,279",2008,Steel,Steel,Very good
48345,"$23,135",2020,Steel,Steel,Very good
48346,"$22,796",2019,Steel,Steel,Very good
48347,"$15,794",2023,Steel,Steel,New
48348,"$15,794",2023,Steel,Steel,New
48349,"$15,794",2023,Steel,Steel,New
48350,"$18,045",2021,Gold/Steel,Gold/Steel,New
48351,"$16,927",2015,Steel,Steel,Very good
